"Fiscal Year",Employer,"Initial Approval","Initial Denial","Continuing Approval","Continuing Denial",NAICS,"Tax ID",State,City,ZIP
2022,"LHP ENGINEERING SOLUTIONS LLC",0,0,5,0,54,8634,IN,COLUMBUS,47203
2022,"LI HAI LLC",0,0,1,0,72,3427,MI,"MADISON HEIGHTS",48071
2022,"LIAO KIN & COMPANY P C",0,0,1,0,54,3321,TX,HOUSTON,77036
2022,"LIAZON CORPORATION",0,0,3,0,54,4151,NY,"NEW YORK",10281
2022,"LIB N LEO LLC",1,0,1,0,54,2320,PA,ALLENTOWN,18106
2022,"LIBBY PERSZYK KATHMAN INC",0,0,1,0,54,6158,OH,CINCINNATI,45202
2022,"LIBERTY LENDING LLC",0,0,2,0,99,9212,NY,"NEW YORK",10038
2022,"LIBERTY MUTUAL GROUP ASSET MGT INC",1,0,1,0,52,5640,MA,BOSTON,02116
2022,"LIBERTY MUTUAL GROUP INC",1,0,0,0,11,3679,MA,BOSTON,02116
2022,"LIBERTY MUTUAL GROUP INC",1,0,14,0,52,3679,MA,BOSTON,02116
2022,"LIBERTY MUTUAL INSURANCE COMPANY",0,0,2,0,52,3470,MA,BOSTON,02116
2022,"LIBERTY MUTUAL TECHNOLOGY GR INC",0,0,13,1,52,6347,MA,BOSTON,02116
2022,"LIBERTY OILFIELD SERVICES LLC",0,0,2,0,21,3116,CO,DENVER,80202
2022,"LIBERTY PUMPS INC",0,0,1,0,33,9438,NY,BERGEN,14416
2022,"LIBERTY UNIVERSITY",1,0,0,0,61,6734,VA,LYNCHBURG,24515
2022,"LIBERTY UTILITIES SERVICE CORP",0,0,1,0,22,4978,AZ,"LITCHFIELD PARK",85340
2022,"LIBSYS INC",5,0,1,0,54,6465,IL,NAPERVILLE,60563
2022,"LICKTEIG FAMILY EYECARE PC",0,0,1,0,62,4527,MA,MEDFIELD,02052
2022,"LIDA REAL ESTATE INVESTMENT LLC",1,0,0,0,23,9498,CA,"LOS ANGELES",90037
2022,"LIEBER INST IND D/B/A THE LIEBER I",2,0,1,0,99,0883,MD,BALTIMORE,21205
2022,"LIEBHERR-AMERICA INC",0,0,1,1,33,5749,VA,"NEWPORT NEWS",23607
2022,"LIFE BRIDGE INTERNATIONAL CORP",1,0,0,0,42,0406,CA,ONTARIO,91764
2022,"LIFE CARE CTRS OF AMERICA INC DBA",0,0,1,0,62,3862,FL,"ALTAMONTE SPRINGS",32701
2022,"LIFE CHURCH OPERATIONS LLC",0,0,1,0,81,6546,OK,EDMOND,73034
2022,"LIFE CYCLE ASSOCIATES LLC",1,0,0,0,54,6391,CA,"PORTOLA VALLEY",94028
2022,"LIFE FITNESS LLC",0,0,2,0,42,5818,IL,ROSEMONT,60018
2022,"LIFE INSURANCE COMPANY OF N.A.",0,0,1,0,52,3749,PA,PHILADELPHIA,19192
2022,"LIFE SPECTACULAR INC",0,0,1,0,44,1886,FL,"SAINT PETERSBURG",33702
2022,"LIFE TIME INC",0,0,2,0,71,9746,MN,CHANHASSEN,55317
2022,"LIFE TREATMENT CENTERS INC",0,0,1,0,62,2199,IN,"SOUTH BEND",46613
2022,"LIFE360 INC",1,0,4,0,99,7666,CA,"SAN FRANCISCO",94107
2022,"LIFECARE MEDICAL CTR",2,0,0,0,62,4205,MN,ROSEAU,56751
2022,"LIFECARE PHARMACY OF DENVER CITY I",0,0,1,0,44,9072,TX,"DENVER CITY",79323
2022,"LIFECARE VETERINARY HOSPITAL PLLC",0,0,1,0,54,0311,VA,CHANTILLY,20152
2022,"LIFELENS TECHNOLOGIES INC",0,0,1,0,54,6879,PA,WARMINSTER,18974
2022,"LIFEMINE THERAPEUTICS INC",1,0,1,0,99,3202,MA,CAMBRIDGE,02140
2022,"LIFERAY INC",0,0,1,0,54,3279,CA,"DIAMOND BAR",91765
2022,"LIFESIGNALS INC",0,0,1,0,33,2386,CA,FREMONT,94538
2022,"LIFESIZE INC",0,0,2,0,54,5803,TX,AUSTIN,78746
2022,"LIFESPAN CORP",0,0,1,0,62,1978,RI,PROVIDENCE,02903
2022,"LIFESPAN PHYSICIAN GROUP INC",1,0,2,0,62,9801,RI,PROVIDENCE,02903
2022,"LIFESTYLE HEARING CORP USA INC",0,0,1,0,62,4363,FL,"PALM BEACH GARDENS",33418
2022,"LIFTOFF MOBILE INC",1,0,1,0,51,4178,CA,"PALO ALTO",94301
2022,"LIGHT TOWER CONSULTING LLC",1,0,0,0,54,6143,MI,TROY,48098
2022,"LIGHTBEAM HEALTH SOLUTIONS INC & S",0,0,1,0,54,2226,TX,IRVING,75039
2022,"LIGHTBOX EMPLOYER LLC F/K/A ENVIRO",0,0,1,0,51,2395,CT,SHELTON,06484
2022,"LIGHTHAUS INC",1,0,0,0,51,0494,CA,"LONG BEACH",90808
2022,"LIGHTHOUSE CONSULTANTS INC",1,0,0,0,54,1359,CA,ARCADIA,91006
2022,"LIGHTHOUSE TECHNOLOGY SERVICES INC",1,0,2,0,56,3000,NY,BUFFALO,14203
2022,"LIGHTHOUSE YOUTH SERVICES INC",0,0,1,0,62,6229,OH,CINCINNATI,45206
2022,"LIGHTMATTER INC",0,0,1,0,33,5800,MA,BOSTON,02110
2022,"LIGHTNING ORCHARD LLC",0,0,1,0,54,3022,NY,BROOKLYN,11201
2022,"LIGHTSOURCE RENEWABLE ENERGY US LL",0,0,1,0,22,9197,CA,"SAN FRANCISCO",94104
2022,"LIGHTSPEED MANAGEMENT COMPANY LLC",0,0,1,0,52,9490,CA,"MENLO PARK",94025
2022,"LIGHTSPEED NUORDER INC",1,0,0,0,42,9509,CA,"LOS ANGELES",90067
2022,"LIGHTWELL INC",0,0,1,0,54,6899,OH,DUBLIN,43017
2022,"LIIMRASOFT SOLUTIONS LLC",2,0,0,0,54,0964,TX,PLANO,75024
2022,"LIKEWIZE DEVICE PROTECTION LLC",0,0,1,0,52,3874,FL,MIAMI,33182
2022,"LILAC COMMUNICATIONS INC",0,0,1,0,51,9945,FL,MIAMI,33126
2022,"LILAX TECHNOLOGIES INC",0,0,5,0,54,5321,MI,"ANN ARBOR",48108
2022,"LILKER ASSOCIATES CONSULTING",0,0,1,0,54,0483,NY,"NEW YORK",10018
2022,"LILLI TECHNOLOGY LLC",2,0,4,0,54,4238,TX,PLANO,75024
2022,"LIM CONSULTANTS INC",0,0,2,0,54,2868,MA,MALDEN,02148
2022,"LIMAI EDUCATION INC DBA LIMAI ACAD",1,0,0,0,61,6431,CA,PASADENA,91107
2022,"LIMELIGHT NETWORKS INC",0,0,1,0,54,7033,AZ,SCOTTSDALE,85257
2022,"LIMINEX INC DBA GOGUARDIAN",0,0,2,0,54,6763,CA,"EL SEGUNDO",90245
2022,"LIMN LABS INC",0,0,1,0,51,2678,NH,NASHUA,03063
2022,"LIMSONS IT SVCS LLC",0,0,2,0,54,4458,CA,"LOS ANGELES",90013
2022,"LIN ENGINEERING LTD",1,0,0,0,54,4976,IL,SPRINGFIELD,62711
2022,"LINCARE HOLDINGS INC",0,0,1,0,62,1330,FL,CLEARWATER,33764
2022,"LINCARE PROCUREMENT INC",0,0,1,0,62,5807,FL,CLEARWATER,33764
2022,LINCOLN,1,0,0,0,62,6501,CA,OAKLAND,94607
2022,"LINCOLN ELECTRIC SYSTEM",0,0,1,0,99,3080,NE,LINCOLN,68526
2022,"LINCOLN INSTITUTE OF LAND POLICY",1,0,0,0,92,1106,MA,CAMBRIDGE,02138
2022,"LINCOLN INTERNATIONAL LLC",0,0,1,0,52,2923,IL,CHICAGO,60606
2022,"LINCOLN NATIONAL CORPORATION",0,0,8,0,52,0070,PA,WAYNE,19087
2022,"LINCOLN PEAK CAPITAL MGT LLC",0,0,1,0,52,3494,MA,BOSTON,02115
2022,"LINCOLN UNIVERSITY",0,0,1,0,61,1500,MO,"JEFFERSON CITY",65109
2022,"LINCOLN UNIVERSITY OF MISSOURI",1,0,0,0,61,1089,MO,"JEFFERSON CITY",65109
2022,"LINDE ENGINEERING NORTH AMERICA LL",0,0,1,0,32,6754,TX,SPRING,77380
2022,"LINDE GAS & EQUIPMENT INC",0,0,1,0,32,3764,CT,DANBURY,06810
2022,"LINDE INC",1,0,1,0,32,9050,CT,DANBURY,06810
2022,"LINDO SYSTEMS INC",1,0,0,0,54,6154,IL,CHICAGO,60642
2022,"LINDQUIST VON HUSEN &U JOYCE LLP",0,0,1,0,54,0621,CA,"SAN FRANCISCO",94105
2022,"LINDSAY GARDENSIDENCE OPCO LLC",0,0,1,0,62,1173,CA,LINDSAY,93247
2022,"LINDT & SPRUNGLI NORTH AMERICA INC",0,0,1,0,31,5263,MO,"KANSAS CITY",64112
2022,"LINDYE GALLOWAY INTERIORS INC",1,0,0,0,44,1116,CA,"COSTA MESA",92626
2022,"LINEAGE LOGISTICS LLC",0,0,2,0,49,9873,MI,NOVI,48377
2022,"LINEAR LABS INC",1,0,1,0,54,1821,TX,"FORT WORTH",76137
2022,"LINGATECH INC",0,0,2,0,54,5842,PA,"CAMP HILL",17011
2022,"LINGOACE ACADEMY INC",0,0,1,0,61,7807,CA,"SAN MATEO",94402
2022,"LINK FINANCIAL TECHNOLOGIES INC",0,0,1,0,52,3093,FL,MIAMI,33137
2022,"LINK LABS INC",1,0,0,0,54,7322,MD,ANNAPOLIS,21401
2022,"LINK LOGISTICS REAL EST HOLDCO LLC",0,0,1,0,53,5705,PA,"FORT WASHINGTON",19034
2022,"LINK MANUFACTURING INC",1,0,0,0,33,2910,MI,DEARBORN,48120
2022,"LINKEDIN CORPORATION",9,0,218,1,51,2023,CA,SUNNYVALE,94085
2022,"LINKLATERS LLP",0,0,1,0,54,3177,NY,"NEW YORK",10104
2022,"LINKPRO TECHNOLOGIES INC",1,0,4,0,54,4646,TX,IRVING,75038
2022,"LINKS CONSTRUCTION LLC",1,0,0,0,23,8345,TX,DENTON,76205
2022,"LINKWELL SOLUTIONS INC",1,0,0,0,54,6960,TX,RICHARDSON,75081
2022,"LINKWELL SOLUTIONS INC",2,0,0,0,54,2283,TX,RICHARDSON,75081
2022,"LINODE LLC",1,0,0,0,51,7179,PA,PHILADELPHIA,19106
2022,"LINX-AS LLC",0,0,1,0,54,6803,PA,"BLUE BELL",19422
2022,"LIONBRIDGE TECHNOLOGIES INC",1,0,1,0,54,8462,MA,WALTHAM,02451
2022,"LIONHEART GAMES LLC",1,0,0,0,51,5662,GA,ATLANTA,30363
2022,"LIONTREE LLC",1,0,0,0,52,2401,NY,"NEW YORK",10065
2022,"LIPPERT COMPONENTS INC",0,0,1,0,33,6839,IN,ELKHART,46514
2022,"LIQUID HOLDINGS",0,0,1,0,52,0168,NY,"NEW YORK",10018
2022,"LIQUIDITY SERVICES INC",0,0,2,0,99,9244,MD,BETHESDA,20814
2022,"LIQUIDNET HOLDINGS INC",0,0,1,0,52,2641,NY,"NEW YORK",10018
2022,"LIQUIDPISTON INC",0,0,2,0,22,6356,CT,BLOOMFIELD,06002
2022,"LIQUIDX INC",1,0,1,0,52,6707,NY,"NEW YORK",10017
2022,"LIRO ENGINEERS INC",0,0,1,1,23,4950,NY,SYOSSET,11791
2022,"LIRO PROGRAM CONSTRUCTION MGMT PE",0,0,1,0,54,5660,NY,SYOSSET,11791
2022,"LISCR LLC",0,0,1,0,48,8904,VA,STERLING,20166
2022,"LITEPOINT CORPORATION A TERADYNE C",0,0,2,0,33,2816,CA,"SAN JOSE",95134
2022,"LITERACY PARTNERS INC",0,0,1,0,61,0665,NY,"NEW YORK",10038
2022,"LITEX INDUSTRIES LIMITED",0,0,1,0,42,7137,TX,"GRAND PRAIRIE",75050
2022,"LITHKO CONTRACTING LLC",0,0,1,0,23,4734,OH,"WEST CHESTER",45069
2022,"LITMUS7 SYSTEMS CONSULTING INC",2,0,4,0,54,4721,CA,"SAN FRANCISCO",94111
2022,"LITTERATI LLC",1,0,0,0,54,7114,NC,DURHAM,27701
2022,"LITTLE COLORADO MEDICAL CENTER",2,0,0,0,62,7344,AZ,WINSLOW,86047
2022,"LITTLE NECK SCHOOL OF MUSIC ART",0,0,1,0,61,3281,NY,"LITTLE NECK",11362
2022,"LITTLE PANDA DAYCARE CTR INC DBA L",1,0,0,0,99,4425,MA,BOSTON,02116
2022,"LITTLE SCHOLARS OF ARKANSAS FOUNDA",0,0,3,0,61,5076,AR,"LITTLE ROCK",72211
2022,"LITTLE SPOON INC",0,0,1,1,31,6915,NY,"NEW YORK",10012
2022,"LITTLE TREE MONTESSORI INC A K A L",1,0,1,0,61,0583,CA,CUPERTINO,95014
2022,"LITTLEJOHN & CO LLC",0,0,1,0,52,7943,CT,GREENWICH,06830
2022,"LIV LABS INC",1,0,0,0,33,2929,IL,WILMETTE,60091
2022,"LIVANOVA USA INC",0,0,1,0,33,6465,TX,HOUSTON,77058
2022,"LIVE LEARNING TECHS SHARED RESOURC",1,0,1,0,61,2068,MO,"SAINT LOUIS",63105
2022,"LIVE NATION WORLDWIDE INC",0,0,3,0,71,7880,CA,HOLLYWOOD,90028
2022,"LIVE NATION WORLDWIDE INC",0,0,1,0,54,7880,CA,"LOS ANGELES",90028
2022,"LIVE NATION WORLDWIDE INC",0,0,2,0,71,7880,CA,"LOS ANGELES",90028
2022,"LIVEAREA INC",0,0,2,2,54,6570,MD,COLUMBIA,21046
2022,"LIVEGENIC INC",1,0,0,0,54,4081,PA,PHILADELPHIA,19106
2022,"LIVEINTENT INC",1,0,0,0,54,3536,NY,"NEW YORK",10038
2022,LIVEMINDZ,4,0,0,0,54,5693,TX,IRVING,75062
2022,"LIVEPERSON INC",4,0,13,1,54,1628,NY,"NEW YORK",10018
2022,"LIVERAMP INC",0,0,10,1,54,8396,CA,"SAN FRANCISCO",94104
2022,"LIVING QUEST REAL ESTATE INC",0,0,1,0,53,0222,NY,"NEW YORK",10023
2022,"LIVINGLY MEDIA INC",0,0,1,0,54,9559,CA,"REDWOOD CITY",94065
2022,"LLBEAN INC",0,0,2,0,33,6590,ME,FREEPORT,04033
2022,"LLOG EXPLORATION COMPANY LLC",0,0,0,1,21,1699,LA,COVINGTON,70433
2022,"LLOYD ENGINEERING INC",0,0,1,0,54,9616,TX,BELLAIRE,77401
2022,"LLOYD JONES LLC",0,0,1,0,53,9146,FL,MIAMI,33131
2022,"LLOYDS REGISTER NORTH AMERICA INC",2,0,0,0,54,7353,TX,HOUSTON,77077
2022,"LLW ENTERPRISE LLC DBA VOLT LIGHT",1,0,0,0,45,2660,FL,LUTZ,33549
2022,"LLYODS BANK CORPORATE MARKETS PLC",0,0,1,0,52,0502,NY,"NEW YORK",10036
2022,"LLYTECH INC",0,0,1,0,54,3928,TX,HOUSTON,77041
2022,"LMA DESIGN LLC",1,0,0,0,54,1059,NY,"NEW YORK",10017
2022,"LMB MORTGAGE SVCS INC D/B/A LOWERM",0,0,3,0,99,8547,CA,"PLAYA VISTA",90094
2022,"LMK INFOTECH",0,0,1,0,54,0083,CA,DUBLIN,94568
2022,"LNRS DATA SERVICES INC",1,0,0,0,51,9035,GA,ALPHARETTA,30005
2022,LOADSMART,1,0,0,0,54,6074,IL,CHICAGO,60601
2022,"LOAN FACTORY INC",0,0,1,0,52,2697,CA,"SAN JOSE",95122
2022,"LOANDEPOT COM LLC",1,0,5,0,52,9244,CA,"FOOTHILL RANCH",92610
2022,"LOB COM INC",0,0,1,0,51,7911,CA,"SAN FRANCISCO",94107
2022,"LOCAL BACKHAUL NETWORKS LLC",0,0,1,0,54,5682,MO,CHESTERFIELD,63005
2022,"LOCATE SOFTWARE INC",0,0,2,0,54,1563,WA,BELLEVUE,98006
2022,"LOCHSA ENGINEERING LLC",0,0,1,0,54,9722,NV,"LAS VEGAS",89118
2022,"LOCI ARCHITECTURE PLLC",1,0,0,0,54,6442,NY,"NEW YORK",10012
2022,"LOCKE LORD LLP",0,0,1,0,54,4324,TX,DALLAS,75201
2022,"LOCKHEED MARTIN CORPORATION",1,0,0,0,54,3632,MD,BETHESDA,20817
2022,"LOCKTON MANAGEMENT LLC",0,0,1,0,52,0999,MO,"KANSAS CITY",64112
2022,"LOCKWOOD KESSLER BARTLETT INC",0,0,1,0,54,5370,NY,SYOSSET,11791
2022,"LOCOMATION INC",0,0,1,0,54,4290,PA,PITTSBURGH,15201
2022,"LOCUS ARCHITECTURE LTD",1,0,0,0,54,3913,MN,MINNEAPOLIS,55419
2022,"LOCUS MANAGEMENT LLC",1,0,0,0,32,8952,OH,SOLON,44139
2022,"LOCUS ROBOTICS CORP",0,0,1,0,54,2470,MA,WILMINGTON,01887
2022,"LODESTAR SYSTEMS INC",2,0,0,0,54,9659,TX,"SUGAR LAND",77478
2022,"LOGAN DATA INC.",1,0,0,0,54,8769,MA,WESTFORD,01886
2022,"LOGAN INDUSTRIES INTERNATIONAL COR",0,0,1,0,33,0895,TX,HEMPSTEAD,77445
2022,"LOGAN UNIVERSITY INC",1,0,0,0,61,6185,MO,CHESTERFIELD,63017
2022,"LOGDNA INC",0,0,3,0,51,9228,CA,"SAN JOSE",95124
2022,"LOGEXSOFT INC",1,0,0,0,54,0233,VA,"NORTH CHESTERFIELD",23236
2022,"LOGEXSOFT INC",1,0,2,0,54,0233,VA,RICHMOND,23236
2022,"LOGGING IN COM LLC",1,0,0,0,51,1135,MI,"FARMINGTN HLS",48335
2022,"LOGGING IN COM LLC",0,0,2,0,51,1135,MI,FARMINGTON,48335
2022,"LOGGING IN COM LLC",1,0,0,0,51,1135,MI,"FARMINGTON HILLS",48335
2022,"LOGIC INFORMATION SYSTEMS INC",1,0,1,0,54,2770,MN,BLOOMINGTON,55431
2022,"LOGIC LOOPS LLC",5,0,1,0,54,1590,GA,ALPHARETTA,30005
2022,"LOGIC PLANET INC",2,0,10,0,54,1556,NJ,PRINCETON,08540
2022,"LOGIC SOFT INC",2,0,1,0,54,4320,OH,DUBLIN,43017
2022,"LOGICAL PARADIGM LLC",0,0,3,0,54,0144,VA,HERNDON,20170
2022,"LOGICATECH INC",0,0,4,0,54,6885,VA,HENRICO,23233
2022,"LOGICGATE TECHNOLOGIES INC",0,0,2,0,54,2116,NJ,"WEST WINDSOR",08550
2022,"LOGICMONITOR INC",0,0,2,0,51,4638,CA,"SANTA BARBARA",93101
2022,"LOGICQUE INC",1,0,6,0,54,0274,MI,CANTON,48187
2022,"LOGILITY INC",0,0,1,0,54,5612,GA,ATLANTA,30305
2022,"LOGIN CONSULTING SERVICES INC",1,0,0,0,54,1892,CA,"EL SEGUNDO",90245
2022,"LOGISOFT TECHNOLOGIES INC",3,0,0,0,54,3175,NJ,"S PLAINFIELD",07080
2022,"LOGISOFT TECHNOLOGIES INC",3,0,0,0,54,3175,NJ,"SOUTH PLAINFIELD",07080
2022,"LOGISTICS AM LLC DBA DSC LOGISTICS",0,0,1,0,54,0628,IL,"DES PLAINES",60018
2022,"LOGISTICS PLUS INC",0,0,1,0,54,0188,PA,ERIE,16501
2022,"LOGITECH INC",4,0,7,0,54,0519,CA,NEWARK,94560
2022,"LOGIX GURU LLC",0,0,1,0,54,7608,PA,MURRYSVILLE,15668
2022,"LOGIXAL INC",2,0,0,0,54,3441,NJ,CRANFORD,07016
2022,"LOGIXHUB LLC",0,0,1,0,54,7964,TX,IRVING,75062
2022,"LOGMEIN USA INC",0,0,1,0,51,6538,MA,BOSTON,02210
2022,"LOGMEIN USA INC",0,0,2,0,54,6538,MA,BOSTON,02210
2022,"LOGOS GLOBALTECH LLC",0,0,1,1,54,4939,CA,"WALNUT CREEK",94598
2022,"LOGOS PROPERTY INVESTMENT A LLC",1,0,0,0,53,2993,CA,SACRAMENTO,95831
2022,"LOGRHYTHM INC",0,0,1,0,51,4716,CO,BOULDER,80301
2022,"LOGROCKET INC",0,0,1,0,51,0072,MA,BOSTON,02110
2022,"LOGROCKET INC",0,0,1,0,51,0072,MA,BOSTON,02210
2022,"LOKAVANT INC",0,0,1,0,99,3963,NY,"NEW YORK",10036
2022,"LOKE WALSH IMMIGRATION LAW PC",0,0,1,0,54,6892,CA,"PACIFIC PALISADES",90272
2022,"LOMA LINDA UNIVERSITY",0,0,2,0,61,6009,CA,"SAN BERNARDINO",92408
2022,"LONDON STOCK EXCHANGE GRP HOLDINGS",0,0,3,0,52,5454,NY,"NEW YORK",10005
2022,"LONE PINE CAPITAL LLC",0,0,1,0,52,4476,CT,GREENWICH,06830
2022,"LONE STAR COLLEGE SYSTEM",0,0,2,0,61,4884,TX,SPRING,77381
2022,"LONESTAR HOSP MEDICINE ASSO PA",0,0,1,0,62,0993,TN,KNOXVILLE,37919
2022,"LONG FINCH TECHNOLOGIES LLC",1,0,1,0,54,6312,NJ,"SOUTH AMBOY",08879
2022,"LONG ISLAND UNIV",1,0,0,0,61,3516,NY,BROOKVILLE,11548
2022,"LONG LIFE PHARMACY LLC",1,0,0,0,44,0758,WI,MILWAUKEE,53204
2022,"LONGI SOLAR TECHNOLOGY U S INC",0,0,1,0,22,3539,CA,"SAN RAMON",94583
2022,"LONGO AVIATION INC",0,0,1,0,54,3876,CA,"SANTA FE SPRINGS",90670
2022,"LONGTAIL AD SOLUTIONS INC DBA JW",0,0,1,0,54,6905,NY,"NEW YORK",10018
2022,"LONZA BIOLOGICS INC",0,0,5,0,32,2009,NH,PORTSMOUTH,03801
2022,"LONZA BIOLOGICS INC",0,0,1,0,32,2009,NJ,MORRISTOWN,07960
2022,"LONZA HOUSTON INC",0,0,1,0,32,1027,TX,HOUSTON,77047
2022,"LOOKOUT INC",1,0,5,0,51,7613,CA,"SAN FRANCISCO",94111
2022,"LOOM INC",0,0,3,0,99,5120,CA,"SAN FRANCISCO",94105
2022,"LOOMIS SAYLES AND COMPANY LP",0,0,1,0,52,0030,MA,BOSTON,02111
2022,"LOOP BELL TECH INC",1,0,0,0,54,3053,MI,"FARMINGTON HILLS",48335
2022,"LOOP BELL TECH INC",2,0,0,0,56,3053,MI,"FARMINGTON HILLS",48335
2022,"LOOP MOBILITY INC",0,0,1,0,54,8774,DC,WASHINGTON,20011
2022,"LOOPIN HQ INC",0,0,1,0,51,5125,WA,REDMOND,98052
2022,"LORAS COLLEGE",1,0,0,0,61,0412,IA,DUBUQUE,52001
2022,"LORD ABBETT CO LLC",0,0,1,0,54,0131,NJ,"JERSEY CITY",07302
2022,"LORD ABBETT CO LLC",0,0,2,0,52,0131,NJ,"JERSEY CITY",07302
2022,"LORD AECK SARGENT PLANNING & DESIG",0,0,1,0,99,4150,GA,ATLANTA,30361
2022,"LORDSTOWN MOTORS CORP",1,0,0,0,33,2250,OH,LORDSTOWN,44481
2022,"LORDSTOWN MOTORS CORP",0,0,7,0,33,2250,OH,WARREN,44481
2022,"LOREN COOK COMPANY",0,0,1,0,33,3236,MO,SPRINGFIELD,65803
2022,"LORHAN CORPORATION INC",3,0,5,0,54,6130,NJ,MIDDLESEX,08846
2022,"LORI CALDWELL DESIGNS LLC",1,0,0,0,54,5668,TX,"SAN ANTONIO",78256
2022,"LORSHI SYSTEMS LLC",2,0,2,1,54,8340,VA,HERNDON,20170
2022,"LORSIV TECHNOLOGIES INC",0,0,4,0,54,6476,IL,LISLE,60532
2022,"LORVEN BPM TECHNOLOGIES LLC",4,0,0,0,54,3282,IL,LISLE,60532
2022,"LORVEN TECHNOLOGIES INC",0,0,2,0,54,5895,NJ,PLAINSBORO,08536
2022,"LORVENK TECHNOLOGIES LLC",1,0,0,0,54,0257,VA,"GLEN ALLEN",23060
2022,"LORVIN TECHNOLOGIES INC",0,0,1,0,54,1466,NJ,WOODBRIDGE,07095
2022,"LOS ANGELES APPAREL INC",1,0,0,0,54,1592,CA,"LOS ANGELES",90001
2022,"LOS ANGELES UNIFIED SCHOOL DISTRIC",3,0,0,0,61,1908,CA,"LOS ANGELES",90017
2022,"LOTAME SOLUTIONS INC",0,0,1,0,54,8422,MD,COLUMBIA,21045
2022,"LOTTE CHEMICAL CALIFORNIA INC",1,0,0,0,42,4635,CA,"LA PALMA",90623
2022,"LOTUSDATA LLP",1,0,0,0,54,0030,NJ,PRINCETON,08540
2022,"LOUIS STOKES CLEVELAND VA MED CTR",1,0,0,0,62,5726,OH,CLEVELAND,44106
2022,"LOUISIANA COLLEGE",0,0,1,0,61,7515,LA,PINEVILLE,71359
2022,"LOUISIANA HEALTH SERVICE & INDEMNI",0,0,1,0,52,4555,LA,"BATON ROUGE",70809
2022,"LOUISIANA PACIFIC CORPORATION",0,0,1,0,32,9074,TN,NASHVILLE,37219
2022,"LOUISIANA STATE UNIV & A&M COLLEGE",1,0,0,0,61,0484,LA,"BATON ROUGE",70803
2022,"LOUISIANA STATE UNIVERSITY & A&M C",10,0,8,0,61,0848,LA,"BATON ROUGE",70803
2022,"LOUISIANA STATE UNIVERSITY & A&M C",2,0,1,0,61,0848,LA,"BATON ROUGE",70808
2022,"LOUISIANA TECH UNIVERSITY",0,0,2,0,61,0792,LA,RUSTON,71272
2022,"LOUISVILLE PRESBYTERIAN THEOLOGICA",1,0,0,0,61,4768,KY,LOUISVILLE,40205
2022,"LOURDES PHYSICIAN GROUP LLC",0,0,1,0,62,2119,LA,LAFAYETTE,70508
2022,"LOVE SERVE LEAD LLC",1,0,0,0,54,9728,IN,INDIANAPOLIS,46216
2022,"LOVEPOP INC",1,0,0,0,51,0763,MA,BOSTON,02111
2022,"LOVES TRAVEL STOPS & COUNTRY STORE",0,0,3,0,44,0756,OK,"OKLAHOMA CITY",73120
2022,"LOWELL COMMUNITY HEALTH CENTER",1,0,0,0,62,1348,MA,LOWELL,01854
2022,"LOWER COLORADO RIVER AUTHORITY",1,0,0,0,22,2915,TX,AUSTIN,78703
2022,"LOWES COMPANIES INC",3,0,76,2,44,8072,NC,MOORESVILLE,28117
2022,"LOWEY DANNENBERG PC",0,0,1,0,54,4171,NY,"WHITE PLAINS",10601
2022,"LOYAL HEALTH",0,0,1,0,51,6583,GA,ATLANTA,30308
2022,"LOYOLA UNIV CHICAGO LAKE SHORE CAM",1,0,1,0,61,8475,IL,CHICAGO,60660
2022,"LOYOLA UNIVERSITY NEW ORLEANS",1,0,1,0,61,8946,LA,"NEW ORLEANS",70118
2022,"LPA INC",2,0,0,0,54,3579,CA,IRVINE,92617
2022,"LPG ENGINEERING INC",1,0,0,0,54,3724,CA,CARLSBAD,92011
2022,"LPL FINANCIAL LLC",1,0,28,0,52,4236,CA,"SAN DIEGO",92121
2022,"LS ENGINEERING ASSOCIATES CORPORAT",2,0,0,0,54,3028,NJ,MONTVILLE,07045
2022,"LS POWER DEVELOPMENT LLC",0,0,1,0,22,9323,NJ,"EAST BRUNSWICK",08816
2022,"LS SOLUTIONS INC",2,0,6,0,54,6334,NJ,PRINCETON,08540
2022,"LSC COMMUNICATIONS LLC",0,1,1,0,32,8344,IL,WARRENVILLE,60555
2022,"LSG & ASSOCIATES INC",1,0,0,0,62,0836,NM,ALBUQUERQUE,87114
2022,"LSI CORP",0,0,3,0,33,2976,CA,"SAN JOSE",95131
2022,"LSU HEALTH SCIENCES CENTER",1,0,3,0,61,7770,LA,"NEW ORLEANS",70112
2022,"LSU HEALTH SCIENCES CENTER AT SHRE",7,0,2,0,61,2002,LA,SHREVEPORT,71130
2022,"LSV CAPITAL MGT LLC DBA LIGHTSTONE",0,0,1,0,52,8949,MA,BOSTON,02116
2022,"LT FOODS AMERICAS",0,0,1,0,99,5788,CA,CYPRESS,90630
2022,"LTA US ADVISORS INC",0,0,1,0,54,7861,CA,"SAN FRANCISCO",94104
2022,"LTD MATERIAL LLC",0,0,1,0,32,1135,TX,AUSTIN,78724
2022,"LTS ASSOCIATE INC",0,0,1,0,42,5380,CA,"CITY OF INDUSTRY",91748
2022,"LTS RESEARCH LABORATORIES INC",1,0,0,0,54,9092,NY,ORANGEBURG,10962
2022,"LUCAS COUNTY",0,0,1,0,22,0806,OH,TOLEDO,43604
